pl_name,pl_rade,st_teff,st_rad,st_mass
Kepler-1151 b,2.22,5470.0,0.85,0.88
Kepler-1682 b,2.88940836,5619.12,0.842301,0.99
Kepler-1064 b,1.55,5153.0,0.79,0.85
Kepler-1810 b,3.91815325,5492.0,1.016,0.921
Kepler-1811 b,3.84829873,5561.0,1.19,0.946
Kepler-481 b,2.5,5802.0,1.09,1.01
Kepler-1812 b,2.3249424,6174.0,1.103,1.162
Kepler-1153 b,1.73,5470.0,0.88,0.91
Kepler-1154 b,2.34,6327.0,1.43,1.26
Kepler-1155 b,2.03,5842.0,1.03,1.03
Kepler-1156 b,1.32,5778.0,1.0,1.0
Kepler-1157 b,1.09,4679.0,0.71,0.76
TrES-2 b,15.24424,5850.0,1.12,1.36
Kepler-1813 b,1.413,5167.0,0.787,0.812
Kepler-1814 b,2.36961357,4922.0,0.823,0.79
Kepler-1158 b,2.34,6203.0,1.95,1.41
Kepler-1159 b,2.37,6217.0,1.28,1.19
Kepler-1160 b,2.14,5519.0,0.89,0.92
Kepler-1161 b,2.13,4253.0,0.57,0.59
Kepler-1162 b,2.21,5390.0,0.84,0.89
Kepler-1815 b,2.7489262,5516.0,0.967,0.856
Kepler-1163 b,1.03,6302.0,1.35,1.22
Kepler-1164 b,1.12,5183.0,0.79,0.85
Kepler-1165 c,3.36093385,6249.0,1.076,1.13
Kepler-1166 b,1.69,5446.0,0.86,0.9
Kepler-23 c,3.005,5828.0,1.548,1.078
Kepler-1167 b,1.71,4971.0,0.75,0.79
Kepler-1168 b,2.5,5157.0,0.82,0.87
Kepler-1073 b,2.3,5792.0,1.0,1.0
Kepler-1170 b,2.41,5069.0,0.76,0.8
Kepler-79 d,7.16,6174.0,1.302,1.165
Kepler-480 b,2.78,6322.0,1.34,1.25
Kepler-1171 b,2.56,7044.0,1.95,1.58
Kepler-1172 b,3.2,5558.0,0.89,0.92
Kepler-1787 b,2.31898181,6060.0,0.925,1.008
Kepler-1174 b,1.59,5936.0,1.04,1.04
Kepler-12 b,19.660586,5947.0,1.483,1.166
Kepler-1175 b,2.99,5453.0,0.86,0.9
Kepler-1176 b,2.45,5844.0,1.02,1.01
Kepler-1816 b,1.9679397,5051.0,0.706,0.786
Kepler-1817 b,2.27349126,5316.0,0.915,0.878
Kepler-1074 b,1.25,4002.0,0.57,0.6
Kepler-113 c,2.18,4725.0,0.69,0.75
Kepler-1683 b,1.87477762,5429.0,0.900327,0.95
Kepler-1177 b,1.9,5712.0,0.97,0.98
Kepler-1818 b,1.71360684,6047.0,1.129,1.021
Kepler-1819 b,3.90351256,6090.0,1.071,1.173
Kepler-1179 b,1.32,5212.0,0.81,0.84
Kepler-1075 b,1.42,3959.0,0.54,0.56
Kepler-1180 b,1.99,6077.0,1.14,1.09
Kepler-1181 b,1.57,6176.0,1.3,1.17
Kepler-1182 b,2.41,5924.0,1.05,1.04
Kepler-1820 b,3.11883067,5841.0,0.931,1.047
Kepler-1183 b,2.82,5765.0,0.99,1.0
Kepler-1184 b,2.68,5983.0,1.07,1.05
Kepler-1821 b,2.59248115,5475.0,0.884,0.946
Kepler-1788 b,2.37850461,4786.0,0.704,0.686
Kepler-1065 b,3.73,5635.0,0.93,0.94
Kepler-2001 c,1.82,5081.0,0.77,0.864
Kepler-1077 b,2.77,5816.0,1.02,1.02
Kepler-1078 b,1.9,5612.0,0.92,0.94
Kepler-1789 b,2.83137505,5436.0,0.888,0.92
Kepler-1678 b,3.30422249,5754.0,0.834976,1.03
Kepler-1079 b,1.63,5758.0,1.36,1.08
Kepler-18 d,6.98,5345.0,1.108,0.972
Kepler-1080 b,3.28,5956.0,1.16,1.1
Kepler-1066 b,2.36,5762.0,0.98,0.98
Kepler-1081 b,1.01,5345.0,0.84,0.88
Kepler-1082 b,1.12,5923.0,1.14,1.03
Kepler-1083 b,3.36,5049.0,0.77,0.81
Kepler-1084 b,1.11,6113.0,1.28,1.12
Kepler-1085 c,3.26817741,5816.0,1.0783,1.05
Kepler-1086 b,2.44,4350.0,0.66,0.7
Kepler-1790 b,3.1446145,5866.0,1.367,1.02
Kepler-1791 b,3.12103321,5887.0,1.177,0.985
Kepler-1792 b,2.51990972,5229.0,1.005,0.878
Kepler-60 b,1.71,5905.0,1.257,1.041
Kepler-1088 b,1.42,5975.0,1.08,1.08
Kepler-1089 b,1.83,3753.0,0.49,0.52
Kepler-1995 b,4.28,5029.0,0.93,0.847
Kepler-1793 b,3.79037518,5191.0,0.764,0.85
Kepler-1090 c,3.29265785,5330.0,1.013,0.869
Kepler-1091 b,1.46,5851.0,1.03,1.01
Kepler-113 b,1.82,4725.0,0.69,0.75
Kepler-1794 b,1.79426276,5052.0,0.816,0.773
Kepler-1092 b,2.07,5862.0,1.0,0.99
Kepler-1093 b,1.95,6166.0,1.2,1.13
Kepler-1094 b,3.18,6112.0,1.21,1.14
Kepler-1095 b,1.21,5658.0,0.92,0.94
Kepler-85 b,1.778,5505.2,0.875,0.928
Kepler-1096 b,1.24,4306.0,0.63,0.66
Kepler-1097 b,3.26,5211.0,0.79,0.82
Kepler-1098 b,1.3,5794.0,0.99,0.99
Kepler-1099 b,2.83,5837.0,1.0,1.01
Kepler-48 d,2.04,5194.0,0.89,0.88
Kepler-1100 b,1.75,6247.0,1.34,1.21
Kepler-1679 b,2.0692036,5501.0,0.873196,0.96
Kepler-1101 b,2.47,5614.0,0.91,0.94
Kepler-1102 b,2.66,5724.0,0.94,0.96
Kepler-1103 b,2.27,6092.0,1.15,1.11
Kepler-1104 b,1.23,6417.0,1.41,1.3
Kepler-1067 c,1.74682428,5594.0,0.934,0.981
Kepler-106 e,2.56,5858.0,1.04,1.0
Kepler-1105 b,2.01,4299.0,0.68,0.71
Kepler-67 b,2.94,5331.0,0.778,0.865
Kepler-1106 b,1.65,6104.0,1.17,1.11
Kepler-1795 b,1.66301611,4500.0,0.688,0.768
Kepler-1107 b,1.34,5268.0,0.82,0.86
Kepler-1680 b,1.35954736,5021.0,0.723259,0.834
Kepler-1785 b,2.70422447,5618.0,0.996,0.911
Kepler-1108 b,1.46,5406.0,0.84,0.88
Kepler-1109 b,2.19,5893.0,1.06,1.05
Kepler-103 c,5.4539,6047.0,1.492,1.212
Kepler-1796 b,2.75047868,6036.0,0.949,1.018
Kepler-1797 b,3.05774442,6244.0,1.009,1.069
Kepler-1110 b,2.66,4781.0,0.7,0.73
Kepler-1111 b,2.0,6077.0,1.15,1.1
Kepler-1798 b,2.30911251,3967.0,0.587,0.593
Kepler-100 b,1.34,5837.0,1.51,1.13
Kepler-100 d,1.61,5825.0,1.49,1.08
Kepler-101 c,1.25,5667.0,1.56,1.17
Kepler-33 b,1.74,5904.0,1.82,1.291
KOI-94 b,1.71,6182.0,1.52,1.277
Kepler-34 b,8.564,5913.0,1.1618,1.0479
Kepler-50 c,2.17,6225.0,1.58,1.24
Kepler-799 c,2.78068551,5588.0,1.593,1.031
Kepler-57 c,2.196,5187.9,0.826,0.859
Kepler-1991 b,1.47,5478.0,1.053,0.914
Kepler-804 c,1.14,5817.0,1.05,1.01
Kepler-128 c,1.521,6072.0,1.659,1.184
Kepler-58 c,2.86,5843.0,1.03,0.95
Kepler-825 c,1.84,5976.0,1.08,1.03
Kepler-289 b,2.49,5990.0,1.0,1.08
Kepler-1987 e,1.92,4769.0,0.714,0.799
Kepler-129 c,2.52,5770.0,1.653,1.178
Kepler-508 b,1.64,6025.0,1.25,1.16
Kepler-1186 b,2.23,5635.0,0.93,0.95
Kepler-1187 b,2.61,5975.0,1.09,1.06
Kepler-1822 b,2.64755943,5165.0,0.702,0.782
Kepler-1188 b,2.08,5913.0,1.06,1.04
Kepler-1189 b,1.77,6012.0,1.16,1.11
Kepler-1190 b,1.33,4730.0,0.72,0.76
Kepler-1823 b,2.0861268,6000.0,1.126,1.068
Kepler-1824 b,2.38127597,6002.0,1.081,1.135
Kepler-520 c,1.07,6112.0,1.09,1.1
Kepler-1825 b,1.42200732,5123.0,0.847,0.828
Kepler-1191 b,1.51,5308.0,0.81,0.85
Kepler-1192 b,2.36,5438.0,0.83,0.86
Kepler-1826 b,1.47519116,3821.0,0.486,0.49
Kepler-1193 b,1.32,5908.0,1.21,1.08
Kepler-1827 b,1.85644292,5423.0,1.404,0.915
Kepler-129 b,2.4,5770.0,1.653,1.178
Kepler-1194 b,1.51,5590.0,0.92,0.94
Kepler-1195 b,2.08,4965.0,0.71,0.74
Kepler-1196 b,2.23,5756.0,0.97,0.98
Kepler-1197 b,1.25,4708.0,0.72,0.78
Kepler-1198 b,1.47,5517.0,0.9,0.93
Kepler-1199 b,1.15,5889.0,1.17,0.94
Kepler-36 c,3.679,5979.0,1.634,1.034
Kepler-1200 b,1.06,4612.0,0.7,0.74
Kepler-1201 b,2.29,6177.0,1.24,1.15
Kepler-1202 b,2.94,5834.0,1.04,1.03
Kepler-1203 b,1.06,4105.0,0.61,0.64
Kepler-1204 b,3.05,5825.0,1.03,1.03
Kepler-1205 b,1.41,5226.0,0.81,0.84
Kepler-1828 b,2.11598626,5806.0,0.899,0.996
Kepler-1829 b,2.47887001,5230.0,0.777,0.873
Kepler-1206 b,1.64,4877.0,0.75,0.8
Kepler-1207 b,1.62,5909.0,1.06,1.06
Kepler-1830 b,3.32992941,6160.0,2.046,1.443
Kepler-1831 b,1.97019818,6063.0,1.012,1.117
Kepler-98 b,1.99,5539.0,1.11,0.99
Kepler-1832 b,1.22719556,5242.0,0.722,0.684
Kepler-430 b,3.25,5884.0,1.485,1.166
Kepler-1209 b,1.51,6210.0,1.38,1.23
Kepler-1833 b,1.30027362,6164.0,1.446,1.286
Kepler-1210 b,1.7,5568.0,0.92,0.94
Kepler-1211 b,2.55,5705.0,0.94,0.96
Kepler-1212 b,2.14,6051.0,1.15,1.1
Kepler-1213 b,1.19,6050.0,1.21,1.14
Kepler-1214 b,2.36,5130.0,0.8,0.85
Kepler-1215 b,1.22,5616.0,0.93,0.95
Kepler-1216 b,1.39,5743.0,0.98,0.99
Kepler-1217 b,1.99,5905.0,1.08,1.06
Kepler-516 b,5.74,7099.0,2.02,1.62
Kepler-1218 b,1.44,5986.0,1.1,1.06
Kepler-1219 b,2.12,5944.0,1.94,1.25
Kepler-1220 b,1.52,5842.0,0.99,1.0
Kepler-1834 b,1.4593834,4821.0,0.788,0.765
Kepler-1655 b,2.213,6148.0,1.03,1.03
Kepler-1221 b,1.88,5194.0,0.82,0.87
Kepler-1223 b,1.22,4870.0,0.75,0.8
Kepler-1224 b,1.33,6155.0,1.22,1.18
Kepler-510 b,2.47,5746.0,1.41,0.91
Kepler-1225 b,1.82,6140.0,1.19,1.13
Kepler-1226 b,1.45,5923.0,1.02,1.02
Kepler-1227 b,2.29,5747.0,0.95,0.97
Kepler-1228 b,1.54,5063.0,0.74,0.78
Kepler-1835 b,3.53387773,5903.0,0.961,0.922
Kepler-131 b,2.41,5685.0,1.03,1.02
Kepler-1836 b,2.55303229,6123.0,0.987,1.053
Kepler-1837 b,2.06673842,5966.0,0.961,1.049
Kepler-1684 b,2.87084792,4706.54,0.666755,0.75
Kepler-1229 b,1.4,3784.0,0.51,0.54
Kepler-1230 b,2.71,5961.0,1.08,1.06
Kepler-1231 b,1.42,5778.0,1.0,1.01
Kepler-1232 b,1.93,5471.0,0.89,0.92
Kepler-1233 b,2.6,6198.0,1.25,1.16
Kepler-1234 b,2.81,4967.0,0.76,0.8
Kepler-1236 b,2.14,5337.0,0.82,0.86
Kepler-518 b,2.11,5842.0,0.88,0.96
Kepler-549 b,2.57,5360.0,0.84,0.88
Kepler-1237 b,2.86,5472.0,0.9,0.94
Kepler-1238 b,1.93,6386.0,1.48,1.3
Kepler-1239 b,2.9,6564.0,1.57,1.4
Kepler-1240 b,1.15,5682.0,0.96,0.98
Kepler-99 b,1.48,4782.0,0.73,0.79
Kepler-1241 b,2.63,5261.0,0.8,0.84
Kepler-1242 b,2.26,4895.0,0.74,0.77
Kepler-1243 b,1.75,5667.0,0.94,0.96
Kepler-519 b,2.1,5260.0,0.8,0.89
Kepler-1244 b,1.35,6680.0,1.77,1.46
Kepler-1245 b,1.44,5306.0,0.83,0.86
Kepler-1246 b,1.36,4611.0,0.69,0.73
Kepler-1247 b,2.33,5303.0,0.82,0.86
Kepler-520 b,1.66,6112.0,1.09,1.1
Kepler-1838 b,1.66049425,5877.0,1.963,1.187
Kepler-1248 b,1.18,6149.0,1.21,1.21
Kepler-1839 b,1.9493759,5926.0,0.939,1.03
Kepler-1249 b,2.38,6202.0,1.28,1.19
Kepler-1840 b,2.77771129,4898.0,0.803,0.774
Kepler-1715 b,4.14042267,6212.0,1.209,1.082
Kepler-1841 b,1.48912557,5190.0,0.899,0.823
Kepler-1250 b,1.92,5717.0,0.98,0.99
Kepler-1842 b,2.35388681,5970.0,1.131,1.057
Kepler-1843 b,2.70909809,5422.0,1.782,1.02
Kepler-1251 b,1.84,5545.0,0.89,0.92
Kepler-1252 b,1.67,5949.0,1.09,1.06
Kepler-1253 b,1.33,5850.0,1.1,0.97
Kepler-1254 b,1.55,4985.0,0.75,0.78
Kepler-1255 b,2.32,6018.0,1.12,1.08
Kepler-1256 b,1.49,6129.0,1.36,1.17
Kepler-1844 b,3.03648191,5776.0,0.849,0.939
Kepler-1845 b,2.43836702,4703.0,0.701,0.686
Kepler-1257 b,1.52,5502.0,0.87,0.9
Kepler-1259 b,1.43,5053.0,0.77,0.8
Kepler-1260 b,1.77,5961.0,1.08,1.06
Kepler-164 e,4.24,5888.0,1.097,0.966
Kepler-1716 b,2.4247685,4894.0,0.684,0.753
Kepler-1261 b,2.26,5006.0,0.77,0.82
Kepler-1846 b,1.76378826,4825.0,0.732,0.785
Kepler-1685 b,2.57673985,5484.0,0.835451,0.96
Kepler-1262 b,1.82,5771.0,0.98,0.99
Kepler-1847 b,2.74516914,6122.0,0.964,1.041
Kepler-1263 b,1.14,5213.0,0.8,0.84
KOI-2513.01,2.80224517,5900.0,1.2,0.91
Kepler-111 c,7.0840758,5914.0,1.145,1.118
Kepler-522 b,6.91,6392.0,1.98,1.54
Kepler-167 d,1.238,4884.0,0.749,0.777
Kepler-1264 b,1.18,5791.0,0.98,0.99
Kepler-1265 b,1.35,4630.0,0.69,0.71
Kepler-1266 b,2.58,5044.0,0.76,0.8
Kepler-1848 b,1.4088539,4847.0,0.737,0.756
Kepler-1267 b,3.01,6096.0,1.2,1.15
Kepler-1268 b,2.03,5904.0,1.09,1.06
Kepler-1849 b,2.38685349,4806.0,0.729,0.709
Kepler-1851 b,3.90012032,5982.0,0.879,0.967
Kepler-436 c,2.33,4685.0,0.71,0.75
Kepler-1269 b,1.63,5998.0,1.15,1.1
Kepler-1852 b,1.88610592,5237.0,0.826,0.927
Kepler-1270 b,3.32,5047.0,3.38,1.28
Kepler-1271 b,1.48,6143.0,1.23,1.13
Kepler-1853 b,1.51862272,4821.0,0.788,0.765
Kepler-1272 b,2.37,5926.0,1.09,1.06
Kepler-1854 b,2.58746104,5026.0,0.759,0.8
Kepler-391 b,2.5,5038.0,2.879,1.27
Kepler-1855 b,1.216205,3460.0,0.356,0.385
Kepler-406 b,1.43,5538.0,1.07,1.07
Kepler-1856 b,1.73447868,4948.0,0.816,0.782
Kepler-1273 b,2.49,5566.0,0.91,0.94
Kepler-1274 b,1.42,6179.0,2.17,1.45
Kepler-1857 b,1.96065412,6074.0,1.005,0.873
Kepler-523 b,1.96,5515.0,0.86,0.93
Kepler-1275 b,1.48,6296.0,1.36,1.23
Kepler-1858 b,2.42168247,4939.0,0.819,0.785
Kepler-1276 b,1.19,6188.0,1.21,1.14
Kepler-1277 b,1.6,5578.0,0.92,0.94
Kepler-1686 b,1.42553017,5714.96,1.19951,1.02
Kepler-1278 b,1.01,6074.0,1.16,1.11
Kepler-1279 b,1.75,6221.0,1.33,1.21
Kepler-1280 b,1.87,6227.0,1.32,1.2
Kepler-1859 b,1.58313575,5887.0,1.235,1.09
Kepler-1281 b,1.64,5353.0,0.83,0.87
Kepler-1860 b,1.13863767,5420.0,0.868,0.874
Kepler-1861 b,2.20677414,5855.0,1.373,1.161
Kepler-1282 b,1.55,5504.0,0.89,0.92
Kepler-1283 b,1.91,6175.0,1.25,1.16
Kepler-1687 b,1.65623882,4132.0,0.726119,0.65
Kepler-1284 b,1.21,5123.0,0.79,0.84
Kepler-1286 b,2.15,5753.0,0.98,1.0
Kepler-186 e,1.27,3788.0,0.472,0.478
Kepler-97 b,1.48,5779.0,0.98,0.94
Kepler-1287 b,1.54,5715.0,0.94,0.96
KOI-134 b,12.03844527,6160.0,1.667,1.407
Kepler-1288 b,1.12,6132.0,1.29,1.2
Kepler-1289 b,1.52,6080.0,1.17,1.1
Kepler-512 b,2.69,5997.0,1.3,1.17
Kepler-1290 b,1.42,5660.0,0.93,0.95
Kepler-1291 b,1.66,5216.0,0.8,0.84
Kepler-1292 b,1.82,5556.0,0.93,0.95
Kepler-1862 b,2.203,5644.0,0.806,0.9
Kepler-513 b,2.2,5849.0,1.06,1.02
Kepler-1294 b,3.19,5776.0,0.97,0.99
Kepler-1295 b,1.55,5486.0,0.89,0.92
Kepler-1652 b,1.6,3638.0,0.382,0.404
Kepler-1863 b,2.26309256,5871.0,0.983,1.097
Kepler-1298 b,1.31,6339.0,2.0,1.45
Kepler-514 b,1.72,6106.0,1.44,1.28
Kepler-1299 b,2.98,5609.0,0.91,0.94
Kepler-1300 b,1.37,6130.0,1.79,1.29
Kepler-1865 b,1.57686072,5420.0,0.871,0.849
Kepler-450 b,6.14,6197.21,1.64162,1.19
Kepler-1301 b,1.4,5188.0,0.81,0.85
Kepler-616 c,3.41,5753.0,0.97,0.98
Kepler-1302 b,1.43,5236.0,0.82,0.86
Kepler-1303 b,1.42,5771.0,1.0,1.01
Kepler-1304 b,2.29,5259.0,0.81,0.85
Kepler-1305 b,1.88,5701.0,0.96,0.97
Kepler-1306 b,1.91,5727.0,0.97,0.98
Kepler-619 d,4.17,6122.0,0.964,1.041
Kepler-1866 b,2.08215108,5791.0,1.083,1.03
Kepler-1307 b,2.47,5884.0,1.08,1.06
Kepler-1867 b,1.15985997,5693.0,0.816,0.911
Kepler-1309 b,2.37,5235.0,0.8,0.85
Kepler-51 d,9.7,6018.0,0.94,1.04
Kepler-1310 b,1.44,5549.0,0.88,0.91
Kepler-1311 d,9.65837605,5616.0,1.674,1.032
Kepler-1312 b,2.1,5719.0,0.92,0.99
Kepler-51 c,9.0,6018.0,0.94,1.04
Kepler-517 b,2.67,5690.0,0.98,0.95
Kepler-1313 b,1.76,5453.0,0.85,0.92
Kepler-1868 b,3.14950109,4658.0,0.686,0.743
Kepler-1314 b,5.11,4188.0,0.59,0.6
Kepler-1870 b,2.10143764,5508.0,0.84,0.955
Kepler-1315 b,1.38,4861.0,0.75,0.8
Kepler-1316 b,3.54,5884.0,1.12,1.04
Kepler-1317 b,1.56,5144.0,0.79,0.83
Kepler-1318 b,3.11,4598.0,0.7,0.73
Kepler-445 c,2.51,3157.0,0.21,0.18
Kepler-1319 b,1.34,3655.0,0.54,0.56
Kepler-1320 b,1.7,4817.0,0.74,0.8
Kepler-138 c,1.51,3841.0,0.535,0.535
Kepler-1321 b,4.92,4094.0,0.53,0.54
Kepler-1322 b,1.61,5488.0,0.87,0.9
Kepler-1323 b,1.52,6169.0,1.4,1.18
Kepler-1324 b,1.51,4776.0,0.73,0.78
Kepler-1325 b,2.86,5550.0,0.91,0.93
Kepler-1871 b,2.42172881,5741.0,0.946,1.02
Kepler-1326 b,4.18,6725.0,1.74,1.45
Kepler-1327 b,1.8,5885.0,1.03,1.02
Kepler-1872 b,2.38421141,5223.0,0.885,0.913
Kepler-1873 b,1.62573811,5151.0,0.792,0.903
Kepler-1329 b,2.17,4500.0,0.69,0.72
Kepler-1330 b,1.65,5608.0,0.94,0.97
Kepler-1714 b,3.26437302,6150.0,2.086,1.448
Kepler-1331 b,1.05,4508.0,0.69,0.72
Kepler-1332 b,1.37,5581.0,0.9,0.95
Kepler-1333 b,2.81,5628.0,0.92,0.94
Kepler-1334 b,2.29,5614.0,0.91,0.94
Kepler-1335 b,1.45,4903.0,0.74,0.77
Kepler-1336 b,1.98,5512.0,1.3,0.94
Kepler-1337 b,2.41,4523.0,0.67,0.7
Kepler-1340 b,1.55,6331.0,1.42,1.27
Kepler-1690 b,2.81109223,5404.0,0.862346,0.94
Kepler-1874 b,2.21110724,4701.0,0.775,0.758
Kepler-1341 b,2.99,4662.0,0.72,0.79
Kepler-511 c,4.20964327,5866.0,1.417,0.958
Kepler-1342 b,1.66,5527.0,0.9,0.93
Kepler-1875 b,3.22686692,6161.0,0.862,0.95
Kepler-1343 b,1.93,5759.0,0.93,0.95
Kepler-1344 b,1.84,5981.0,1.13,1.09
Kepler-1345 b,2.36,6449.0,1.55,1.32
Kepler-1346 b,1.58,6133.0,1.21,1.14
Kepler-1347 b,1.03,5193.0,0.79,0.82
Kepler-1348 b,1.94,5911.0,1.04,1.04
Kepler-1350 b,2.52,3827.0,0.53,0.55
Kepler-515 b,1.46,5293.0,0.83,0.9
Kepler-1691 b,1.83470985,6000.0,1.13152,1.11
Kepler-521 b,3.18,6406.0,1.46,1.34
Kepler-1353 b,1.8,4776.0,0.72,0.76
Kepler-1354 b,2.97,6168.0,1.24,1.16
Kepler-130 c,2.9,5879.0,1.17,1.0
Kepler-1355 b,1.46,5352.0,0.83,0.88
Kepler-1356 b,1.53,5106.0,0.78,0.82
Kepler-1357 b,1.28,5597.0,0.9,0.93
Kepler-462 c,4.0,7500.0,1.57,1.59
Kepler-1878 b,2.92019781,5918.0,0.865,0.956
Kepler-1358 b,1.12,5181.0,0.79,0.82
Kepler-1359 b,2.83,4709.0,0.72,0.78
Kepler-1879 b,2.06512018,5865.0,1.388,1.023
Kepler-1360 b,3.4,6778.0,1.83,1.51
Kepler-1362 b,2.6,4857.0,0.74,0.8
Kepler-1880 b,2.11686218,4380.0,0.53,0.524
Kepler-1363 b,1.25,4839.0,0.72,0.76
Kepler-1364 b,2.15,6805.0,1.79,1.49
Kepler-1366 b,1.43,4070.0,0.6,0.62
Kepler-525 b,2.63,5573.0,1.15,0.95
Kepler-1881 b,2.98104391,5135.0,0.874,0.812
Kepler-446 b,1.5,3359.0,0.24,0.22
Kepler-1882 b,1.48674404,5691.0,1.458,1.068
Kepler-526 b,1.99,5894.0,1.14,1.15
Kepler-1692 b,1.11177184,5146.0,0.866139,0.87
Kepler-1985 b,2.27,5370.0,0.966,0.877
Kepler-1368 b,1.65,5906.0,1.08,1.07
Kepler-1369 b,2.69,5761.0,0.99,0.99
Kepler-1370 b,1.84,6202.0,1.29,1.19
Kepler-527 b,2.84,6388.0,1.45,1.28
Kepler-1883 b,3.25107395,6208.0,1.024,1.086
Kepler-1372 b,1.27,5677.0,0.97,0.98
Kepler-1373 b,1.16,6299.0,1.33,1.22
Kepler-1374 b,2.29,5323.0,0.81,0.85
Kepler-1375 b,1.74,6704.0,1.78,1.47
Kepler-1693 b,1.28938413,5432.34,0.878295,0.95
Kepler-528 b,2.08,5807.0,1.06,1.01
Kepler-1376 b,1.05,5659.0,0.97,0.98
Kepler-1694 b,1.17986031,4954.0,0.756284,0.82
Kepler-1377 b,1.25,5218.0,0.82,0.86
Kepler-1378 b,2.2,4407.0,0.67,0.7
Kepler-1379 b,1.3,5188.0,0.79,0.83
Kepler-1884 b,1.81406781,5984.0,0.906,0.993
Kepler-529 b,1.86,6087.0,1.14,1.07
Kepler-1380 b,1.43,5570.0,0.94,0.96
Kepler-1381 b,2.25,5747.0,0.94,0.96
Kepler-1382 b,1.88,6161.0,1.72,1.36
Kepler-1383 b,1.41,6370.0,1.44,1.26
Kepler-1384 b,1.94,4919.0,0.74,0.78
Kepler-1885 b,1.51110555,5591.0,0.86,0.977
Kepler-1386 b,1.24,5733.0,1.03,1.02
Kepler-1388 b,2.59,4098.0,0.61,0.63
Kepler-530 b,3.01,5697.0,0.89,0.97
Kepler-1389 b,1.77,5078.0,0.74,0.81
Kepler-54 c,1.23,3705.0,0.5,0.51
Kepler-1390 b,1.18,5753.0,0.98,0.98
Kepler-716 c,1.39281536,5012.0,0.742183,0.83
Kepler-55 c,2.21,4362.0,0.58,0.62
Kepler-531 b,2.78,4893.0,0.75,0.78
Kepler-532 b,2.57,5192.0,0.79,0.87
Kepler-755 c,1.26,5043.0,0.77,0.82
Kepler-758 d,2.12,6228.0,1.42,1.16
Kepler-533 b,3.38,4758.0,0.72,0.78
Kepler-524 b,1.91,6014.0,1.1,1.09
Kepler-1050 c,1.48,6010.0,1.13,1.09
Kepler-85 c,1.978,5505.2,0.875,0.928
Kepler-60 c,1.9,5905.0,1.257,1.041
Kepler-60 d,1.99,5905.0,1.257,1.041
Kepler-1802 c,2.322,4245.0,0.637,0.649
Kepler-1802 b,1.671,4245.0,0.637,0.649
Kepler-534 b,2.24,5884.0,0.98,1.05
Kepler-535 b,2.36,6123.0,1.27,1.18
Kepler-381 d,1.0667865,6197.0,2.188,1.198
Kepler-1208 b,2.32,5001.0,0.76,0.8
Kepler-1987 c,1.33,4769.0,0.714,0.799
Kepler-536 b,3.1,5524.0,0.89,0.92
Kepler-1266 c,1.68023962,4996.0,0.831,0.791
Kepler-1987 b,1.23,4769.0,0.714,0.799
Kepler-394 d,1.50066814,6398.0,1.101,1.141
Kepler-245 e,1.75,5174.0,0.8,0.86
Kepler-59 b,1.1,6074.0,0.94,1.04
Kepler-304 e,1.2,4817.0,0.73,0.8
Kepler-537 b,1.41,5763.0,0.99,1.07
Kepler-305 e,1.7938153,4974.0,0.827279,0.82
Kepler-305 d,2.76,5090.0,0.792,0.827
Kepler-307 c,2.2,5367.0,0.814,0.907
Kepler-903 c,2.53,5682.0,0.97,0.98
Kepler-913 c,3.8580709,6068.0,1.797,1.294
Kepler-949 c,2.97,5211.0,0.895,0.817
Kepler-323 b,1.381,6004.0,1.12,1.015
KOI-1831 d,1.13,5233.0,0.835,0.901
Kepler-324 e,2.03862444,5191.0,0.826,0.844
Kepler-975 c,10.69,4883.0,1.667,0.951
Kepler-416 d,1.61,5670.0,1.022,0.949
Kepler-1996 b,2.26,4580.0,0.675,0.748
Kepler-11 f,2.49,5663.0,1.065,0.961
Kepler-1001 c,1.57799279,5376.0,0.836475,0.93
Kepler-138 d,1.51,3841.0,0.535,0.535
Kepler-758 e,1.53,6228.0,1.42,1.16
Kepler-35 b,8.16,5606.0,1.0284,0.8877
Kepler-461 b,2.58,5634.0,0.91,0.98
Kepler-38 b,4.3,5623.0,1.752,0.941
Kepler-27 d,2.7061946,5251.0,0.817,0.926
Kepler-722 c,2.82,5863.0,1.05,1.03
Kepler-763 c,1.42,4999.0,0.843,0.8
Kepler-763 b,1.22,5166.0,0.8,0.84
Kepler-22 b,2.1,5596.0,0.869,0.857
Kepler-769 c,1.79,6186.0,1.28,1.19
Kepler-770 c,1.2,5598.0,0.92,0.94
Kepler-770 d,1.4,5598.0,0.92,0.94
Kepler-784 c,1.55,5676.0,1.487,1.016
Kepler-79 e,3.49,6174.0,1.302,1.165
Kepler-281 d,5.93747806,5717.0,0.884,0.984
Kepler-58 e,1.61,6100.0,1.083,1.017
Kepler-101 b,5.77,5667.0,1.56,1.17
Kepler-1669 d,1.22,4224.0,0.603,0.609
Kepler-69 c,1.71,5638.0,0.93,0.81
Kepler-864 c,1.62,6213.0,1.195,1.27
Kepler-887 c,1.13,6194.0,1.29,1.19
KIC 9663113 b,4.6,6065.0,1.03,0.98
Kepler-87 c,6.14,5600.0,1.82,1.1
Kepler-896 b,2.53,5262.0,0.81,0.84
Kepler-495 c,1.21936414,5392.0,1.087,0.888
Kepler-501 c,1.68119739,5794.0,1.216,1.032
Kepler-2000 c,1.57,3757.0,0.576,0.581
